+------------+------------+-----------+
|Vehicle Year|Vehicle Make|Num Tickets|
|        1976|       PORSC|          3|
|        1977|       OLDSM|          3|
|        2021|         RPS|          3|
|        1994|       Toyot|          3|
|        1991|       FRUEH|          3|
|        1999|        AM/G|          3|
|        2007|        NDMC|          3|
|        2018|       LIEBH|          3|
|        2014|       MOTOG|          3|
|        1996|       Subar|          3|
|        2012|        GMC.|          3|
|        2016|        AS/M|          3|
|        2019|        GDAV|          3|
|        2018|         L/R|          3|
|        2018|       HERCU|          3|
|        2014|       CANAM|          3|
|        2018|       LEIKE|          3|
|        2016|        HYTR|          3|
|        2019|       WORKS|          3|
|        2014|       Maser|          3|
|        1995|       Toyot|          3|
|        1982|       CHECK|          3|
|        2006|       Volvo|          3|
|        2017|        LMBO|          3|
|        2019|       RAM (|          3|
|        2022|        AMIG|          3|
|        2069|        AL/F|          3|
|        2017|       Buick|          3|
|        1977|       PONTI|          3|
|        2006|        VNHL|          3|
|        2020|         LAR|          3|
|        2015|       TRAIL|          3|
|        2017|       AUSTI|          3|
|        1997|        AM/G|          3|
|        2012|         Kia|          3|
|        2016|       KAUFM|          3|
|        2012|       KENIL|          3|
|        2018|        MICR|          3|
|        2008|       QIANJ|          3|
|        2021|        HINI|          3|
|        2012|         NPR|          3|
|        2019|       Porsc|          3|
|        2014|        THOR|          3|
|        1996|       BL/BI|          3|
|        2001|         TRL|          3|
|        1991|        Ford|          3|
|        2023|       Honda|          3|
|        2009|       BENSO|          3|
|        2017|       TRAIL|          3|
|        1970|       PLYMO|          3|
|        2018|       MICKE|          3|
|        2004|          AC|          3|
|        2023|       PONTI|          3|
|        2020|        HYTR|          3|
|        2011|       VESPA|          3|
|        1975|       OLDSM|          3|
|        2008|        WABA|          3|
|        2022|         BUS|          3|
|        2006|       Bentl|          3|
|        2020|       GEELY|          3|
|        2021|        AMIC|          3|
|        2015|       Mitsu|          3|
|        2014|       TRAIL|          3|
|        1987|       FRUEH|          3|
|        2006|        INFM|          3|
|        1981|       HARLE|          3|
|        2040|        FORD|          3|
|        2002|       WORHO|          3|
|        2019|       BAODI|          3|
|        2003|       CUBCA|          3|
|        2014|       MI/BI|          3|
|        2001|        Audi|          3|
|        2022|         BSA|          3|
|        1973|       JAGUA|          3|
|        2066|       BUICK|          3|
|        2017|         NIU|          3|
|        2066|       VESPA|          3|
|        2054|       PLYMO|          3|
|        2021|       GLBEN|          3|
|        1983|        LADA|          3|
|        1975|       PONTI|          3|
|        2062|        FORD|          3|
|        2010|        ELDO|          3|
|        2006|        AS/M|          3|
|        1990|       PORSC|          3|
|        1989|       CHRYS|          3|
|        2007|       APRIL|          3|
|        1992|       KAWAS|          3|
|        2015|        KASW|          3|
|        2012|        Land|          3|
|        2015|       Merce|          3|
|        2011|       MICRO|          3|
|        2019|       YO/FU|          3|
|        2013|         HNO|          3|
|        2017|       MOFFE|          3|
|        2015|        TR/T|          3|
|        2013|       NE/FL|          3|
|        2017|       HINIO|          3|
|        1974|       PONTI|          3|
|        1987|       Oldsm|          3|
|        2020|       NAVIS|          3|
|        2023|       HARLE|          3|
|        1970|       VOLKS|          3|
|        2022|        SAAB|          3|
|        2020|        CHON|          3|
|        2015|       MICRO|          3|
|        2017|       WINNE|          3|
|        2010|       EA/BE|          3|
|        1974|       CADIL|          3|
|        2023|        MXAT|          3|
|        2011|        CXIC|          3|
|        2013|        HEIL|          3|
|        2016|       CHECK|          3|
|        2006|       Suzuk|          3|
|        2023|         Kia|          3|
|        2022|       QUIAN|          3|
|        2023|        ASTO|          3|
|        2006|        FSKR|          3|
|        1990|       STRIC|          3|
|        2013|       WORKS|          3|
|        1987|       MERCU|          3|
|        2019|       SATUR|          3|
|        1993|       BENTL|          3|
|        2022|         Ram|          3|
|        2004|       Volks|          3|
|        1985|        JEEP|          3|
|        2005|        Jeep|          3|
|        2065|        ROAT|          3|
|        2014|         FOC|          3|
|        2023|        F650|          3|
|        2021|       FLYWI|          3|
|        2021|       DORSE|          3|
|        2018|       QIPAI|          3|
|        2010|         KTM|          3|
|        2006|        GMC.|          3|
|        2007|        HEIL|          3|
|        2002|       Cadil|          3|
|        1983|       LINCO|          3|
|        2049|       CHEVR|          3|
|        2010|       ORION|          3|
|        2022|        TSLA|          3|
|        2020|       MI FU|          3|
|        2013|       IC CO|          3|
|        2006|         AMC|          3|
|        2008|       MOTOR|          3|
|        2021|        ROEN|          3|
|        2018|        THOR|          3|
|        2028|       HONDA|          3|
|        1995|       KAWAS|          3|
|        2021|       ZONGS|          3|
|        2020|       DUCAR|          3|
|        2010|         RRV|          3|
|        2001|        STEW|          3|
|        2020|       OLDSM|          3|
|        2015|         Kia|          3|
|        2007|        Audi|          3|
|        1994|       WHITE|          3|
|        1972|       ROVER|          3|
|        2007|       CHECK|          3|
|        2010|       HINOD|          3|
|        2021|       GILLI|          3|
|        2002|        MASE|          3|
|        2009|       FERRA|          3|
|        2022|        FRUE|          3|
|        1978|        JEEP|          3|
|        2005|       BENSO|          3|
|        2014|       STERL|          3|
|        2009|       FARBR|          3|
|        2008|         FRE|          3|
|        1972|         COA|          3|
|        2002|       Jagua|          3|
|        2013|        TRUM|          3|
|        1980|       VOLKS|          3|
|        2005|       Subar|          3|
|        1992|       CENTE|          3|
|        2005|       MALAG|          3|
|        2016|       SUMMI|          3|
|        1988|        BOUN|          3|
|        2010|       STRAC|          3|
|        2019|          WV|          3|
|        2022|       KIA M|          3|
|        2019|        ST/C|          3|
|        1990|         GEO|          3|
|        2022|        THOR|          3|
|        2016|       DIAMO|          3|
|        1988|        null|          3|
|        2021|         JJM|          3|
|        2017|        SAAB|          3|
|        2005|        COAC|          3|
|        1982|       YAMAH|          3|
|        2010|       APRIL|          3|
|        2007|       Satur|          3|
|        1986|       BERTO|          3|
|        2010|        UTLM|          3|
|        2017|       TEMSA|          3|
|        1991|       PONTI|          3|
|        2022|       Maser|          3|
|        2022|         PGO|          3|
|        1987|       LINCO|          3|
|        2015|        LIEB|          3|
|        2025|       MITSU|          3|
|        2015|       STUDE|          3|
|        1988|       WINNE|          3|
|        2011|       LOTUS|          3|
|        2022|       Cadil|          3|
|        2017|       PRINC|          3|
|        2021|       Linco|          3|
|        2024|       VOLKS|          3|
|        2006|       Buick|          3|
|        2022|        ZHAG|          3|
|        2007|       AUTOC|          3|
|        2021|       YULUO|          3|
|        2001|       FRTLN|          3|
|        1977|       ROVER|          3|
|        2014|          IT|          3|
|        2021|         QIN|          3|
|        2014|         KTM|          3|
|        2006|       Gener|          3|
|        2004|       Mazda|          3|
|        2012|       LAMBO|          3|
|        1983|       DATSU|          3|
|        1999|       JINDO|          3|
|        1978|       HOMEM|          3|
|        2012|       Suzuk|          3|
|        2022|          NA|          3|
|        2019|       GREAT|          3|
|        2014|       MO/VE|          3|
|        2011|       EVOBU|          3|
|        2012|       Subar|          3|
|        1986|       Oldsm|          3|
|        2010|       FONTA|          3|
|        2021|       IT/CA|          3|
|        2021|       MV/AG|          3|
|        2020|       FRGTL|          3|
|        2016|       ALFAR|          3|
|        2007|        BUEL|          3|
|        2018|       Jagua|          3|
|        2022|         GEN|          3|
|        2022|         UTL|          3|
|        2008|          LX|          3|
|        1997|       TRIUM|          3|
|        1982|       ROLLS|          3|
|        2013|       LINGY|          3|
|        1994|       Ponti|          3|
|        2012|        KIA.|          3|
|        1995|       Acura|          3|
|        2005|       LAMBO|          3|
|        1974|       HARLE|          3|
|        2021|        WABA|          3|
|        2019|       RAMUT|          3|
|        1997|        Jeep|          3|
|        2008|       LAMBO|          3|
|        2001|        HEIL|          3|
|        2010|       LOTUS|          3|
|        2018|         RAN|          3|
|        2007|       BUELL|          3|
|        1972|       INTER|          3|
|        1975|       HONDA|          3|
|        2013|        ELKH|          3|
|        2016|        ROCK|          3|
|        2062|       VOLKS|          3|
|        1998|       UTILI|          3|
|        1999|        ACCO|          3|
|        1992|       KENWO|          3|
|        1978|       ROVER|          3|
|        1972|       DODGE|          3|
|        1987|       ALFAR|          3|
|        2019|         CWS|          3|
|        2005|        WE/S|          3|
|        1999|       STERL|          3|
|        2024|         KIA|          3|
|        2020|         SYM|          3|
|        2019|        Hino|          3|
|        2003|        ULTI|          3|
|        1981|       DELOR|          3|
|        1984|        DOLP|          3|
|        1976|        FIAT|          3|
|        2023|        AS/M|          3|
|        1986|       FERRA|          3|
|        1993|       SATUR|          3|
|        2021|        NOVB|          3|
|        1974|         BMW|          3|
|        2032|        FORD|          3|
|        2025|       CHEVR|          3|
|        1999|       Chrys|          3|
|        2005|       Linco|          3|
|        1995|        FRON|          3|
|        1996|       ALMAC|          3|
|        2020|       EASTO|          2|
|        2015|       MOTOR|          2|
|        2002|        SAA.|          2|
|        2012|        CASE|          2|
|        1993|        GENS|          2|
|        2020|       VITAC|          2|
|        2021|           F|          2|
|        2021|        CRBN|          2|
|        2022|       CA/TR|          2|
|        2001|       MCINT|          2|
|        2007|        KAUF|          2|
|        2020|       ICEBE|          2|
|        2002|       UTILI|          2|
|        2022|       JAIJU|          2|
|        2012|       VICTO|          2|
|        1980|       KAWAS|          2|
|        2022|         IGR|          2|
|        2008|       SETRA|          2|
|        2010|        HYTR|          2|
|        2030|        FORD|          2|
|        1997|         STW|          2|
|        2005|       CORBE|          2|
|        2004|       HEAVY|          2|
|        2069|         BMW|          2|
|        2018|       BRIMA|          2|
|        2016|       HUSQV|          2|
|        2011|        TURT|          2|
|        2009|        FRUE|          2|
|        2015|       WORKS|          2|
|        2060|       VOLKS|          2|
|        2007|       STOUG|          2|
|        2015|         BIG|          2|
|        2002|        GMC.|          2|
|        2022|       Genes|          2|
|        1971|       ALFAR|          2|
|        1994|        FOUR|          2|
|        2014|       MVONE|          2|
|        2020|       MOTOR|          2|
|        2009|        AS/M|          2|
|        2019|          AC|          2|
|        2018|       ALR/R|          2|
|        2019|       EASTO|          2|
|        2015|       TRUCK|          2|
|        2013|       ST/CR|          2|
|        2001|         AMC|          2|
|        1993|       FRUEH|          2|
|        2017|       SETRA|          2|
|        2019|       COURI|          2|
|        2014|       VICTO|          2|
|        2009|       ROLLS|          2|
|        2005|          LX|          2|
|        2005|       JAYCO|          2|
|        2019|       GLBEN|          2|
|        2007|        WE/S|          2|
|        2008|        CARR|          2|
|        2021|       JIA J|          2|
|        2005|       PBILT|          2|
|        1999|         FRE|          2|
|        2013|       TEMSA|          2|
|        1999|       Lexus|          2|
|        1994|          NS|          2|
|        2069|        SAAB|          2|
|        2024|         NIU|          2|
|        2011|        INFM|          2|
|        2017|       COTTR|          2|
|        2023|        HYTR|          2|
|        1982|       HARLE|          2|
|        2006|       Humme|          2|
|        2014|        ASTO|          2|
|        2021|       WORKS|          2|
|        2014|       WORKS|          2|
|        2009|        CAPA|          2|
|        2022|       YONFU|          2|
|        2022|         SXR|          2|
|        2013|        GOSC|          2|
|        2019|       BUGAT|          2|
|        2017|       LR/RO|          2|
|        2022|         ROA|          2|
|        2018|        ELKD|          2|
|        2020|       HERCU|          2|
|        1993|        AJAX|          2|
|        2028|       CHEVR|          2|
|        2024|       NISSA|          2|
|        2017|       JIANG|          2|
|        1995|       ETNYR|          2|
|        2012|         BUS|          2|
|        1998|       COACH|          2|
|        2009|       Chrys|          2|
|        2019|       MICKE|          2|
|        2016|       Porsc|          2|
|        2021|         TSM|          2|
|        2021|       CA/TR|          2|
|        2021|       DIAMO|          2|
|        2005|       JAMBO|          2|
|        1972|       MAZDA|          2|
|        2020|       CH/SC|          2|
|        2013|       PREVO|          2|
|        2014|         LAR|          2|
|        2018|       Tesla|          2|
|        2006|        BUDD|          2|
|        2018|       HUSQV|          2|
|        2011|       PIAGG|          2|
|        2011|       MICKE|          2|
|        1972|       CHRYS|          2|
|        2022|         LXS|          2|
|        2020|         RPS|          2|
|        2018|       BR/MA|          2|
|        2021|       CAN A|          2|
|        2010|        FRUE|          2|
|        2017|       PEUGE|          2|
|        2008|       OSHKO|          2|
|        2011|         MCI|          2|
|        2014|        CIMC|          2|
|        2019|       CUBCA|          2|
|        2021|        REFG|          2|
|        1981|        FIAT|          2|
|        2012|        MICR|          2|
|        2022|       VANHO|          2|
|        1974|          MG|          2|
|        1982|         GMC|          2|
|        2003|       Hyund|          2|
|        1994|       SE/SE|          2|
|        1973|       OLDSM|          2|
|        1977|       KAWAS|          2|
|        2049|       OLDSM|          2|
|        1998|        ALLE|          2|
|        2003|        FIAT|          2|
|        2012|       WHITE|          2|
|        2019|       TEREX|          2|
|        2008|       AUTOC|          2|
|        2015|         BUS|          2|
|        1993|       Honda|          2|
|        1996|       Chevr|          2|
|        2018|       EASTO|          2|
|        2016|       Jagua|          2|
|        2021|       TRAUS|          2|
|        1980|       PORSC|          2|
|        2011|        EDOE|          2|
|        2022|       HUMME|          2|
|        2012|       UNIFL|          2|
|        1994|        AJAZ|          2|
|        2002|       PREVO|          2|
|        2014|       VANHO|          2|
|        2069|        FIAT|          2|
|        2003|        INTH|          2|
|        1999|       MICKE|          2|
|        2022|        PANU|          2|
|        2021|         UPS|          2|
|        2018|       TR/VA|          2|
|        2022|         TSM|          2|
|        2006|       ALMAC|          2|
|        2024|        null|          2|
|        1999|       VANHO|          2|
|        2025|       INTER|          2|
|        2022|        ACUA|          2|
|        2015|         MCI|          2|
|        2003|         WIN|          2|
|        2015|        ELDO|          2|
|        2023|       Lexus|          2|
|        2021|       JIJAU|          2|
|        2009|        GRED|          2|
|        2016|        GOSH|          2|
|        2019|           +|          2|
|        1981|       MAZDA|          2|
|        2022|       ST/CR|          2|
|        2021|       JAYCO|          2|
|        2016|       ISSUZ|          2|
|        2019|         SKY|          2|
|        1978|       TOYOT|          2|
|        2014|       CFMOT|          2|
|        2009|         NIU|          2|
|        2022|       IC CO|          2|
|        2026|       HONDA|          2|
|        2017|       Haulm|          2|
|        2006|       AUSTI|          2|
|        2024|       CHEVR|          2|
|        2002|          WV|          2|
|        2019|       GENNE|          2|
|        2008|       SHENK|          2|
|        1980|        SAAB|          2|
|        2028|       TOYOT|          2|
|        2015|       EASTO|          2|
|        1979|        JEEP|          2|
|        2003|        WABA|          2|
|        2065|       CADIL|          2|
|        2063|       CADIL|          2|
|        1991|        PUCH|          2|
|        2016|        KEWO|          2|
|        1972|       MERCU|          2|
|        1990|       FRUEH|          2|
|        1976|       BUICK|          2|
|        2001|          AC|          2|
|        2003|         RAM|          2|
|        2020|        HEIL|          2|
|        2011|        Land|          2|
|        1987|       Cadil|          2|
|        1997|          WE|          2|
|        2006|        ROYA|          2|
|        1990|       KENWO|          2|
|        2015|       Linco|          2|
|        2013|       GMC Y|          2|
|        2001|       TRAIL|          2|
|        2016|       MVONE|          2|
|        2021|        HOLD|          2|
|        2008|        ASTO|          2|
|        2009|       WO/CU|          2|
|        2007|         KTM|          2|
|        2021|        PBLT|          2|
|        1999|       Isuzu|          2|
|        2006|        HEIL|          2|
|        1986|        null|          2|
|        1982|       CHRYS|          2|
|        2012|          ME|          2|
|        2017|        CONV|          2|
|        2021|       GENUI|          2|
|        2019|       FARBE|          2|
|        1970|       DODGE|          2|
|        2011|       VICTO|          2|
|        2002|       Infin|          2|
|        1995|       SHAST|          2|
|        2006|        HIBO|          2|
|        1989|        FLEE|          2|
|        1990|       HUMME|          2|
|        2019|       CRANE|          2|
|        1998|         RAM|          2|
|        2015|        KAUF|          2|
|        2010|          LX|          2|
|        1982|        null|          2|
|        1973|       MORRI|          2|
|        2009|         GEO|          2|
|        2015|         FRE|          2|
|        2022|       ANCIA|          2|
|        2065|       DODGE|          2|
|        1979|       KAWAS|          2|
|        2022|       COTTR|          2|
|        1998|        GMC.|          2|
|        2023|        HEIL|          2|
|        2005|       Suzuk|          2|
|        2021|        OTHR|          2|
|        2018|       Yamah|          2|
|        2014|        Fiat|          2|
|        2018|        CIMC|          2|
|        2007|       Linco|          2|
|        2041|       CHEVR|          2|
|        1971|          MG|          2|
|        1985|        MACK|          2|
|        2012|       SARCS|          2|
|        2024|       ISUZU|          2|
|        2012|        ICBU|          2|
|        1997|       WORKH|          2|
|        2022|        AMPA|          2|
|        2021|       JENSE|          2|
|        2014|        KENC|          2|
|        2022|       CHECK|          2|
|        1986|       MERCU|          2|
|        2014|       PLYMO|          2|
|        1985|       COACH|          2|
|        2016|       MOTOR|          2|
|        2009|        WEST|          2|
|        2006|       MINI-|          2|
|        2021|       ICBUS|          2|
|        2021|       ZIGGY|          2|
|        1985|       KAWAS|          2|
|        2004|       CUBCA|          2|
|        2001|       PREVO|          2|
|        2012|       LOTUS|          2|
|        2021|       TR/TE|          2|
|        2021|       BUDDY|          2|
|        2022|        VANG|          2|
|        2018|        ASTO|          2|
|        1992|       PLYMO|          2|
|        2022|       HUMBE|          2|
|        2007|        ISUX|          2|
|        1976|       ROLLS|          2|
|        2001|        WE/S|          2|
|        2013|       MI/BI|          2|
|        2001|       Jagua|          2|
|        2023|       NAVIS|          2|
|        2016|       Linco|          2|
|        2004|       Porsc|          2|
|        2025|         BMW|          2|
|        2015|       ADDBS|          2|
|        2014|        FCCC|          2|
|        2007|         ELD|          2|
|        1992|       FRUEH|          2|
|        2011|       AUTOC|          2|
|        2052|       PLYMO|          2|
|        2003|       WO CU|          2|
|        2019|        ICBU|          2|
|        2060|       DODGE|          2|
|        2011|        LOCH|          2|
|        2022|       RAM T|          2|
|        2021|       KEYST|          2|
|        2018|         EAM|          2|
|        2018|         BSA|          2|
|        2014|        ROCK|          2|
|        2004|       PREVO|          2|
|        1982|        MASE|          2|
|        2016|       HIGHW|          2|
|        2023|        MC/A|          2|
|        2019|        OTHR|          2|
|        1996|         COV|          2|
|        1984|       PEUGE|          2|
|        1975|       THEUR|          2|
|        2021|        BWSE|          2|
|        1996|       STRIC|          2|
|        1972|         GCR|          2|
|        2006|       SMART|          2|
|        2013|        INFM|          2|
|        2013|       GENES|          2|
|        1989|        JA/R|          2|
|        1975|         GMC|          2|
|        2009|       PROST|          2|
|        2015|        LAMO|          2|
|        2017|       TAOTA|          2|
|        2009|       CHECK|          2|
|        2023|         JAJ|          2|
|        2005|        NI/D|          2|
|        2014|        INTN|          2|
|        2023|       YAMAH|          2|
|        2020|       RAM (|          2|
|        2013|       TR/TE|          2|
|        2006|       FUNMO|          2|
|        2022|       SUNBE|          2|
|        2009|       UNIVE|          2|
|        2005|       ICCOR|          2|
|        2006|       Volks|          2|
|        1990|          NS|          2|
|        2012|         GRD|          2|
|        2018|       KAUFM|          2|
|        2009|       CFMOT|          2|
|        1999|       FERRA|          2|
|        2056|        FORD|          2|
|        1974|       DODGE|          2|
|        1981|       YAMAH|          2|
|        2008|         NAB|          2|
|        2017|        KIA.|          2|
|        1971|       HYUND|          2|
|        2004|       Suzuk|          2|
|        2022|       JENSE|          2|
|        1996|       Toyot|          2|
|        2005|       Volks|          2|
|        2020|        JIAJ|          2|
|        1997|        HEIL|          2|
|        1993|       PETER|          2|
|        1990|       INFIN|          2|
|        2003|         COL|          2|
|        2008|       WINNS|          2|
|        1995|       SUZUK|          2|
|        2012|       MINI-|          2|
|        2014|        KIA.|          2|
|        2017|       RENAU|          2|
|        2064|         AMC|          2|
|        2019|        GMFS|          2|
|        2067|       BUICK|          2|
|        1986|       AUTOC|          2|
|        1982|       WINNE|          2|
|        2020|         MCI|          2|
|        1985|       AUTOC|          2|
|        2019|       HUMBE|          2|
|        1975|       PORSC|          2|
|        2067|       VOLKS|          2|
|        1988|          NS|          2|
|        2009|       Mercu|          2|
|        2010|       KYMCO|          2|
|        2020|       LANCE|          2|
|        2002|       BENTL|          2|
|        2021|       KIA (|          2|
|        2013|        TURT|          2|
|        1996|       MCINT|          2|
|        2014|        VANT|          2|
|        1982|        LADA|          2|
|        2017|       GEELY|          2|
|        2008|         GRE|          2|
|        2015|       CHANG|          2|
|        2021|       LOTUS|          2|
|        2007|       HOMEM|          2|
|        1975|       DODGE|          2|
|        2016|       FA/RM|          2|
|        1970|       BUICK|          2|
|        2020|       TELSA|          2|
|        1993|        Land|          2|
|        2004|       Oldsm|          2|
|        1990|       YAMAH|          2|
|        2011|         FRE|          2|
|        2001|         COT|          2|
|        2021|        TRUM|          2|
|        2017|        URAL|          2|
|        2021|         ACC|          2|
|        2017|       CANAM|          2|
|        2015|       LIEBH|          2|
|        2020|        DEMA|          2|
|        2014|       MV/AG|          2|
|        2007|       ROLLS|          2|
|        2022|       WHITE|          2|
|        1993|          NS|          2|
|        2006|          AC|          2|
|        1990|       PONTI|          2|
|        2015|        ANKA|          2|
|        1989|       ISUZU|          2|
|        2016|       NEWFL|          2|
|        2022|       SHANG|          2|
|        2022|       MI/BU|          2|
|        1991|       OLDSM|          2|
|        2005|        FRUE|          2|
|        2020|       TRTEC|          2|
|        2005|       CAMPA|          2|
|        2016|       TR/TC|          2|
|        2011|       FONTA|          2|
|        2010|       SCION|          2|
|        2012|       SETRA|          2|
|        2064|       CHRYS|          2|
|        2011|       OLDSM|          2|
|        1978|       INTER|          2|
|        2006|         RAM|          2|
|        1995|       CHRYS|          2|
|        1987|        RDSM|          2|
|        2022|       BEIGE|          2|
|        2011|         VPG|          2|
|        2021|        LAWE|          2|
|        2068|       ME/BE|          2|
|        2021|        BAOD|          2|
|        2020|         Ram|          2|
|        2005|       Mercu|          2|
|        2008|       MCINT|          2|
|        2018|       MAC T|          2|
|        2022|        NOVB|          2|
|        1971|       HARLE|          2|
|        2015|       MICKE|          2|
|        1999|       Ponti|          2|
|        1971|       PONTI|          2|
|        2009|       Lexus|          2|
|        2001|       Dodge|          2|
|        2013|       HINOO|          2|
|        1996|       Linco|          2|
|        2004|         KTM|          2|
|        2018|       Buick|          2|
|        2017|       CIRBI|          2|
|        2014|          GR|          2|
|        1982|       Chevr|          2|
|        2023|        DONG|          2|
|        2022|       SHANQ|          2|
|        2017|       AUTOC|          2|
|        1987|       ACURA|          2|
|        2003|       CHECK|          2|
|        2001|       UNIFL|          2|
|        2018|       NAVIS|          2|
|        1971|       DATSU|          2|
|        2011|       SUPRE|          2|
|        2028|       NISSA|          2|
|        2005|        GMC.|          2|
|        2020|         EAS|          2|
|        2016|        BLBI|          2|
|        1976|       DODGE|          2|
|        2018|        ZHEJ|          2|
|        2022|       QIANX|          2|
|        2016|        ZERO|          2|
|        1988|        FIAT|          2|
|        2029|         KIA|          2|
|        2024|       PEUGE|          2|
|        2014|         CTC|          2|
|        2009|        KAUF|          2|
|        2021|        ZHEN|          2|
|        2008|        CIMC|          2|
|        2004|       Volvo|          2|
|        2022|         ZHE|          2|
|        1998|       Volvo|          2|
|        2017|        OTHR|          2|
|        2021|       BENEL|          2|
|        2021|          MG|          2|
|        2017|        HEIL|          2|
|        1978|        SAAB|          2|
|        1985|        LODC|          2|
|        2019|        ROEN|          2|
|        2023|         GEO|          2|
|        2004|        MASE|          2|
|        2068|       TRIUM|          2|
|        2019|       R ROV|          2|
|        1976|       MERCU|          2|
|        2002|       PLYMO|          2|
|        2020|       LAROV|          2|
|        1989|         GEO|          2|
|        2019|        NSSN|          2|
|        2015|       BRAVO|          2|
|        1990|       OSHKO|          2|
|        2021|       MO/GU|          2|
|        2021|       COVER|          2|
|        2003|       Jagua|          2|
|        1992|        null|          2|
|        2006|       WO/CU|          2|
|        2015|       NO/BU|          2|
|        2016|         Kia|          2|
|        2011|          FV|          2|
|        2003|        ACUA|          2|
|        1984|       DODGE|          2|
|        2021|        WOLF|          2|
|        1984|       STRIC|          2|
|        2019|        TR/T|          2|
|        2022|       NAVIS|          2|
|        2004|        LOND|          2|
|        2008|       COACH|          2|
|        2013|        ICRP|          2|
|        2010|       ICCOR|          2|
|        1991|        LANC|          2|
|        2023|       AUSTI|          2|
|        1996|        Ford|          2|
|        1978|         GMC|          2|
|        1998|        ELDO|          2|
|        2022|        WSTS|          2|
|        2007|        REIG|          2|
|        2021|        HINP|          2|
|        2017|         GEN|          2|
|        2023|       WORKH|          2|
|        2029|       HONDA|          2|
|        2015|        CASE|          2|
|        2016|        TURT|          2|
|        1996|        BL B|          2|
|        2024|         GMC|          2|
|        2005|       DIVEL|          2|
|        2017|       SUNBE|          2|
|        1985|       CHRYS|          2|
|        2014|       LOTUS|          2|
|        2001|       WORKS|          2|
|        2026|        null|          2|
|        2026|       NISSA|          2|
|        2007|       EASTO|          2|
|        2006|       FABRI|          2|
|        2004|       Chrys|          2|
|        2007|         GCR|          2|
|        2011|       Mitsu|          2|
|        2022|        WASP|          2|
|        2006|        SUNS|          2|
|        1982|       ALMMA|          2|
|        2023|        KIA.|          2|
|        1996|        AJAX|          2|
|        2016|        MVLL|          2|
|        2011|       Buick|          2|
|        1984|         GCR|          2|
|        2010|       GRAYW|          2|
|        2022|       QUIPA|          2|
|        2022|       Rolls|          2|
|        2025|         GMC|          2|
|        2030|        HUDS|          2|
|        1997|        RIAL|          2|
|        2059|       NISSA|          2|
|        2015|        JERR|          2|
|        2019|        HTTR|          2|
|        2062|       BUICK|          2|
|        2008|       UNIFL|          2|
|        2018|         TRL|          2|
|        1993|         AMC|          2|
|        2001|       VESPA|          2|
|        2018|       STOUG|          2|
|        2010|       ST/CR|          2|
|        2011|       ALUMA|          2|
|        2009|       Mitsu|          2|
|        1971|       ALMAC|          2|
|        2005|         CHY|          2|
|        2021|        JBLC|          2|
|        1990|        CIMC|          2|
|        2014|          AC|          2|
|        2015|       HINIO|          2|
|        2022|       ICCOR|          2|
|        2014|       CUBCA|          2|
|        2015|       MAYBA|          2|
|        2007|         GEO|          2|
|        2021|        THOR|          2|
|        1990|       MERCU|          2|
|        2008|       CHECK|          2|
|        2018|        AS/M|          2|
|        2005|          WV|          2|
|        2012|       TRAIL|          2|
|        2015|        GMC.|          2|
|        2020|       ZE/MO|          2|
|        2017|       MAC T|          2|
|        2016|       RO/EN|          2|
|        2025|       NISSA|          2|
|        2007|       AM/IR|          2|
|        1980|       VESPA|          2|
|        2020|       PITST|          2|
|        2020|         APR|          2|
|        1994|       YAMAH|          2|
|        2022|          WM|          2|
|        2021|       ICCOR|          2|
|        1973|       PONTI|          2|
|        2002|       GREAT|          2|
|        2011|       ST/CR|          2|
|        2021|       GUANG|          2|
|        2021|       STERL|          2|
|        2019|        GMC.|          2|
|        2019|       SUNBE|          2|
|        2019|       ROCKP|          2|
|        2005|        HODN|          2|
|        2021|        YNGF|          2|
|        2001|        MTOG|          2|
|        1993|         TVR|          2|
|        2014|        MI/B|          2|
|        2017|        FORE|          2|
|        2021|        GMC.|          2|
|        2021|       KI/MO|          2|
|        2022|       CAMPA|          2|
|        2020|        KARM|          2|
|        1981|        MACK|          2|
|        2022|        HERC|          2|
|        2020|       CRANE|          2|
|        2005|       ROLLS|          2|
|        2020|       RENAU|          2|
|        1976|       VOLKS|          2|
|        2013|       FONTA|          2|
|        1970|          MZ|          2|
|        2012|       ORION|          2|
|        2014|       KENCO|          2|
|        2021|       MICRO|          2|
|        2009|       WHITE|          2|
|        1986|        MALL|          2|
|        2027|       TOYOT|          2|
|        1988|        JAME|          2|
|        2015|        MICR|          2|
|        2011|       ALFAR|          2|
|        2017|        HYTR|          2|
|        2018|        HO/R|          2|
|        2005|        SPNR|          2|
|        2014|       ME/ME|          2|
|        2015|       RAM (|          2|
|        2002|       TRAIL|          2|
|        2019|        WEST|          2|
|        1980|        FIAT|          2|
|        2016|       MANAC|          2|
|        2019|       RAROV|          2|
|        2019|          RO|          2|
|        2016|         INC|          2|
|        2007|       BBCHP|          2|
|        2016|       RA/RO|          2|
|        1989|        MASE|          2|
|        2022|       SLIGS|          2|
|        1973|       ALFAR|          2|
|        2023|       RYENF|          2|
|        2002|       BAJAJ|          2|
|        2004|        HYTR|          2|
|        2008|         CHY|          2|
|        2009|       BL BI|          2|
|        2010|        NDMC|          2|
|        2019|       Chrys|          2|
|        2015|       HUDYI|          2|
|        2013|        CHYR|          2|
|        2014|        LA R|          2|
